pl_name,pl_rade,pl_bmasse,pl_orbper,discoverymethod,hostname,disc_year
Kepler-38 b,4.3,122.0,105.599,Transit,Kepler-38,2012
Kepler-385 b,3.0015,12.8,10.04377084,Transit,Kepler-385,2014
Kepler-385 c,3.1390000000000002,13.2,15.1622735,Transit,Kepler-385,2014
Kepler-39 b,13.89916,6054.4,21.08719422,Transit,Kepler-39,2011
Kepler-391 b,2.4095,1100.0,7.41680902,Transit,Kepler-391,2014
Kepler-391 c,2.88,450.0,20.4854403,Transit,Kepler-391,2014
Kepler-396 b,3.49,75.5,42.99255302,Transit,Kepler-396,2013
Kepler-396 c,5.3,17.9,88.5112563,Transit,Kepler-396,2013
Kepler-4 b,4.13,24.154625000000003,3.213668628,Transit,Kepler-4,2009
Kepler-40 b,13.8,680.1562,6.87316805,Transit,Kepler-40,2010
Kepler-406 b,1.42,5.840991145,2.426300839,Transit,Kepler-406,2014
Kepler-406 c,0.802,2.71,4.62333557,Transit,Kepler-406,2014
Kepler-407 b,1.165,1.93,0.66930998,Transit,Kepler-407,2014
Kepler-408 b,0.705,5.0,2.465026158,Transit,Kepler-408,2014
Kepler-409 b,0.981,6.0,68.9585275,Transit,Kepler-409,2014
Kepler-41 b,10.24,177.98,1.855557563,Transit,Kepler-41,2011
Kepler-411 b,1.94,25.6,3.005155812,Transit,Kepler-411,2013
Kepler-411 c,3.37,26.4,7.8344306758,Transit,Kepler-411,2016
Kepler-411 d,3.46,15.2,58.0192007,Transit,Kepler-411,2018
Kepler-412 b,13.46463141,298.43,1.72086129,Transit,Kepler-412,2014
Kepler-413 b,4.347,67.0,66.262,Transit,Kepler-413,2014
Kepler-414 b,2.026,3.5,4.699653236,Transit Timing Variations,Kepler-414,2014
Kepler-414 c,2.98,29.9,7.170732075,Transit Timing Variations,Kepler-414,2014
Kepler-415 b,1.4965000000000002,119.9,4.17634525,Transit Timing Variations,Kepler-415,2014
Kepler-416 b,2.62,58.2,6.31942727,Transit Timing Variations,Kepler-416,2014
Kepler-417 b,2.4050000000000002,11.0,12.33090437,Transit Timing Variations,Kepler-417,2014
Kepler-418 b,9.936,349.61212385,86.67855186,Transit,Kepler-418,2014
Kepler-419 b,21.576999999999998,807.2507,69.7266406,Transit,Kepler-419,2014
Kepler-42 b,0.87,0.705944,1.2137703,Transit,Kepler-42,2011
Kepler-42 c,0.887,60.337,0.453287416,Transit,Kepler-42,2011
Kepler-42 d,0.69,0.357785,1.8651142,Transit,Kepler-42,2011
Kepler-422 b,12.63,146.19835,7.891448474,Transit,Kepler-422,2014
Kepler-423 b,13.182,192.60498,2.684328485,Transit,Kepler-423,2014
Kepler-424 b,9.42,334.66754000000003,3.311864499,Transit,Kepler-424,2014
Kepler-425 b,10.004999999999999,75.63979,3.7970182095,Transit,Kepler-425,2014
Kepler-426 b,11.68,107.584355,3.217518593,Transit,Kepler-426,2014
Kepler-427 b,10.52,92.48818,10.290994,Transit,Kepler-427,2014
Kepler-428 b,11.87,405.2262,3.5256325505,Transit,Kepler-428,2014
Kepler-43 b,12.234,996.3781,3.024092548,Transit,Kepler-43,2011
Kepler-432 b,12.39,1547.77,52.5010768,Transit,Kepler-432,2015
Kepler-433 b,11.5,894.67115,5.33408346,Transit,Kepler-433,2015
Kepler-434 b,8.74,928.0467000000001,12.874711418,Transit,Kepler-434,2015
Kepler-435 b,14.501,268.56275000000005,8.6001534505,Transit,Kepler-435,2015
Kepler-44 b,12.670000000000002,320.995,3.2467322640000003,Transit,Kepler-44,2011
Kepler-444 d,0.5,0.2,6.18940639,Transit,Kepler-444,2015
Kepler-444 e,0.5,0.1,7.7434770749999995,Transit,Kepler-444,2015
Kepler-447 b,6.13,435.41,7.794301316,Transit,Kepler-447,2015
Kepler-45 b,11.03,158.915,2.45524062,Transit,Kepler-45,2011
Kepler-450 b,6.08,40.84895,28.454903175,Transit,Kepler-450,2015
Kepler-450 c,2.551,44.5607,15.41308581,Transit,Kepler-450,2015
Kepler-450 d,0.91,32.40525,7.5144704,Transit,Kepler-450,2015
Kepler-453 b,6.204,16.0,240.503,Transit,Kepler-453,2015
Kepler-454 b,1.87,5.726690325,10.573757029,Transit,Kepler-454,2015
Kepler-46 b,8.815000000000001,1094.139775,33.60122066,Transit,Kepler-46,2012
Kepler-462 b,4.7,53.9,84.6879808,Transit,Kepler-462,2016
Kepler-462 c,6.0,6.0,207.5829306,Transit,Kepler-462,2020
Kepler-47 b,3.04,319.035,49.498149999999995,Transit,Kepler-47,2012
Kepler-47 c,4.635,4451.085,303.182,Transit,Kepler-47,2012
Kepler-47 d,7.04,19.02,187.366,Transit,Kepler-47,2019
Kepler-48 b,1.8849999999999998,10.454577905,4.77800306,Transit,Kepler-48,2012
Kepler-48 c,2.62,12.346139085,9.673953474,Transit,Kepler-48,2012
Kepler-48 d,2.02,8.410425195,42.89605505,Transit,Kepler-48,2014
Kepler-49 b,2.24,8.3,7.203850636,Transit,Kepler-49,2012
Kepler-49 c,2.63,7.1000000000000005,10.91274807,Transit,Kepler-49,2012
Kepler-49 d,1.6,235.982,2.576569689,Transit,Kepler-49,2014
Kepler-49 e,1.545,1.03815,18.5961115,Transit,Kepler-49,2014
Kepler-5 b,15.28,671.401565,3.5484654255,Transit,Kepler-5,2009
Kepler-50 b,1.56,6.46286181,7.8128584,Transit,Kepler-50,2012
Kepler-50 c,1.89,9.20166353,9.376640980000001,Transit,Kepler-50,2012
Kepler-507 b,1.284,5.69692195,3.568096926,Transit,Kepler-507,2016
Kepler-51 b,7.199999999999999,3.5949999999999998,45.15530074,Transit,Kepler-51,2012
Kepler-51 c,6.34,4.43,85.3162004,Transit,Kepler-51,2012
Kepler-51 d,10.0,6.4,130.17802962,Transit,Kepler-51,2014
Kepler-52 b,2.33,79.6,7.877411545,Transit,Kepler-52,2012
Kepler-52 c,1.9649999999999999,45.4,16.38485646,Transit,Kepler-52,2012
Kepler-52 d,1.96,88.8775,36.44530957,Transit,Kepler-52,2014
Kepler-53 b,2.925,60.449999999999996,18.64929678,Transit,Kepler-53,2012
Kepler-53 c,3.57,25.9,38.55765,Transit,Kepler-53,2012
Kepler-53 d,2.44,101.84684999999999,9.75193182,Transit,Kepler-53,2014
Kepler-538 b,2.157,10.6,81.73780699,Transit,Kepler-538,2016
Kepler-539 b,8.305,308.2951,125.62887621,Transit,Kepler-539,2016
Kepler-54 b,2.0949999999999998,3.09,8.01081478,Transit,Kepler-54,2012
Kepler-54 c,1.324,2.1,12.07135949,Transit,Kepler-54,2012
Kepler-54 d,1.38,12.0946,20.995879,Transit,Kepler-54,2014
Kepler-549 b,2.66,11.0,42.9495649,Transit,Kepler-549,2016
Kepler-55 b,2.58,43.0,27.9537959,Transit,Kepler-55,2012
Kepler-55 c,2.35,69.8,42.1412664,Transit,Kepler-55,2012
Kepler-553 b,4.653,116.00736855,4.030468037,Transit,Kepler-553,2016
Kepler-553 c,11.333,2129.4503269,328.23995914349996,Transit,Kepler-553,2016
Kepler-56 b,4.96,32.0,10.5007712,Transit,Kepler-56,2012
Kepler-56 c,10.89,195.0,21.405466150000002,Transit,Kepler-56,2012
Kepler-57 b,2.91,115.0,5.7293201473,Transit,Kepler-57,2012
Kepler-57 c,2.196,7.4,11.60907117,Transit,Kepler-57,2012
Kepler-58 b,2.766,35.5,10.21866016,Transit,Kepler-58,2012
Kepler-58 c,2.895,44.794799999999995,15.573637,Transit,Kepler-58,2012
Kepler-58 d,2.95,245.343,40.1014272,Transit,Kepler-58,2014
Kepler-58 e,1.58,597.796,4.45815716,Transit,Kepler-58,2023
Kepler-59 b,1.1,4.1,11.8691507,Transit,Kepler-59,2012
Kepler-59 c,1.92,3.81,17.9776157,Transit,Kepler-59,2012
Kepler-595 b,3.77,17.4,25.30291816,Transit,Kepler-595,2016
Kepler-595 c,1.0594999999999999,3.06,12.3860474,Transit,Kepler-595,2020
Kepler-6 b,13.31600225,208.973225,3.234699312,Transit,Kepler-6,2009
Kepler-60 b,1.951,4.19,7.13294363,Transit,Kepler-60,2012
Kepler-60 c,2.089,3.85,8.91902447,Transit,Kepler-60,2012
Kepler-60 d,1.76,4.03,11.8984948,Transit,Kepler-60,2012
Kepler-62 b,1.33,9.0,5.714890717,Transit,Kepler-62,2013
Kepler-62 c,0.59,4.0,12.4416871,Transit,Kepler-62,2013
Kepler-62 d,1.97,14.0,18.16407651385,Transit,Kepler-62,2013
Kepler-62 e,1.73,36.0,122.3863812,Transit,Kepler-62,2013
Kepler-62 f,1.4449999999999998,35.0,267.283301,Transit,Kepler-62,2013
Kepler-63 b,5.745,120.0,9.434151089,Transit,Kepler-63,2013
Kepler-643 b,10.99,321.0083,16.33889626,Transit,Kepler-643,2016
Kepler-65 b,1.476,2.42728463,2.154909039,Transit,Kepler-65,2012
Kepler-65 c,2.5755,5.4,5.859938722,Transit,Kepler-65,2012
Kepler-65 d,1.6385,4.194146285,8.13122484,Transit,Kepler-65,2012
Kepler-68 b,2.309,7.84,5.398753927,Transit,Kepler-68,2013
Kepler-68 c,0.927,2.66952951,9.60503867,Transit,Kepler-68,2013
Kepler-7 b,17.537,140.16303,4.885488953,Transit,Kepler-7,2009
Kepler-74 b,14.31,200.22,7.340714746,Transit,Kepler-74,2013
Kepler-75 b,11.285,3209.9,8.88492268,Transit,Kepler-75,2013
Kepler-76 b,13.67,635.66,1.5449288835,Orbital Brightness Modulation,Kepler-76,2013
Kepler-77 b,10.579,165.90726,3.5787805585,Transit,Kepler-77,2013
Kepler-78 b,1.2,1.86,0.35500744,Transit,Kepler-78,2013
Kepler-79 b,3.1390000000000002,12.5,13.48458,Transit,Kepler-79,2012
Kepler-79 c,3.3265000000000002,9.5,27.4023,Transit,Kepler-79,2012
Kepler-79 d,7.14,10.75,52.09081602,Transit,Kepler-79,2014
Kepler-79 e,2.95,5.97,81.06371125,Transit,Kepler-79,2014
Kepler-8 b,15.704,187.5197,3.522498573,Transit,Kepler-8,2010
Kepler-80 b,2.4795,2.95,7.053514449,Transit,Kepler-80,2012
Kepler-80 c,2.5505,3.47,9.521650159,Transit,Kepler-80,2012
Kepler-80 d,1.34,4.1,3.072149196,Transit,Kepler-80,2014
Kepler-80 e,1.6,2.97,4.6453845744999995,Transit,Kepler-80,2014
Kepler-80 f,1.176,8555.615,0.986785834,Transit,Kepler-80,2016
Kepler-80 g,1.0899999999999999,1.0,14.64635,Transit,Kepler-80,2017
Kepler-81 b,2.349,17.2,5.954897293,Transit,Kepler-81,2012
Kepler-81 c,2.1995,4.3,12.03991407,Transit,Kepler-81,2012
Kepler-82 b,4.07,12.15,26.44435456,Transit,Kepler-82,2012
Kepler-82 c,5.492,13.9,51.53998,Transit,Kepler-82,2012
Kepler-82 d,1.77,885.098,2.382952186,Transit,Kepler-82,2014
Kepler-82 e,2.47,254.02,5.902246921,Transit,Kepler-82,2014
Kepler-83 b,2.49,4.68968,9.77044998,Transit,Kepler-83,2012
Kepler-83 c,2.2,3.08558,20.09017,Transit,Kepler-83,2012
Kepler-83 d,1.94,5.82241,5.169809946,Transit,Kepler-83,2014
Kepler-84 b,2.75,40.0,8.72585936,Transit,Kepler-84,2012
Kepler-84 c,2.94,20.2,12.88296485,Transit,Kepler-84,2012
Kepler-849 b,8.08167508,298.75870258,394.6244904,Transit,Kepler-849,2016
Kepler-85 b,2.032,4.120865,8.30537595,Transit,Kepler-85,2012
Kepler-85 c,1.92,6.3238,12.51353325,Transit,Kepler-85,2012
Kepler-85 d,1.27,8.69679,17.9133739,Transit,Kepler-85,2014
Kepler-85 e,1.21,14.68135,25.2152875,Transit,Kepler-85,2014
Kepler-87 b,10.088000000000001,324.2,114.736377527,Transit,Kepler-87,2013
Kepler-87 c,5.289,6.4,573.95023,Transit,Kepler-87,2013
Kepler-9 b,8.09,43.541,19.270824030500002,Transit,Kepler-9,2010
Kepler-9 c,8.16,29.9,38.908937585,Transit,Kepler-9,2010
Kepler-9 d,1.507,8.41466053,1.59295975,Transit,Kepler-9,2010
Kepler-91 b,15.375,241.54,6.24667547,Transit,Kepler-91,2013
Kepler-92 b,3.58,41.82501283,13.7488263,Transit,Kepler-92,2013
Kepler-92 c,2.452,9.40053706,26.72320599,Transit,Kepler-92,2013
Kepler-92 d,2.01,11.8666806,49.3568849,Transit,Kepler-92,2015
Kepler-93 b,1.56926,3.9099999999999997,4.72673978,Transit,Kepler-93,2014
Kepler-94 b,3.0425,10.91831663,2.508057497,Transit,Kepler-94,2014
Kepler-95 b,3.13,11.61089861,11.523069953,Transit,Kepler-95,2014
Kepler-96 b,2.51211244,10.71378034,16.238467767,Transit,Kepler-96,2014
Kepler-97 b,1.6,3.458390185,2.586638081,Transit,Kepler-97,2014
Kepler-98 b,1.87,2.8112167799999996,1.541676628,Transit,Kepler-98,2014
Kepler-99 b,1.811,4.9812832700000005,4.603578042,Transit,Kepler-99,2014
L 168-9 b,1.46168531,4.335,1.401522150085,Transit,L 168-9,2020
L 98-59 b,0.826635,0.46499999999999997,2.2531138,Transit,L 98-59,2019
L 98-59 c,1.35,2.25,3.6906745,Transit,L 98-59,2019
L 98-59 d,1.5750000000000002,2.14,7.4507305,Transit,L 98-59,2019
LHS 1140 b,1.727,6.515000000000001,24.737165,Transit,LHS 1140,2017
LHS 1140 c,1.2770000000000001,1.81,3.7779329,Transit,LHS 1140,2018
LHS 1478 b,1.3174608650000001,2.33,1.94953906892,Transit,LHS 1478,2021
LHS 1678 b,0.696,0.35,0.8602325,Transit,LHS 1678,2021
LHS 1678 c,0.982,1.4,3.69426040883,Transit,LHS 1678,2021
LHS 1815 b,1.088,5.14,3.81431544865,Transit,LHS 1815,2020
LP 714-47 b,4.826156675,30.8,4.0520356500000005,Transit,LP 714-47,2020
LP 791-18 c,2.438,7.1,4.989913439435,Transit,LP 791-18,2019
LP 791-18 d,1.032,0.9,2.753436,Transit,LP 791-18,2023
LP 890-9 b,1.335680315,13.2,2.7299036927199998,Transit,LP 890-9,2022
LP 890-9 c,1.367,25.3,8.457463,Transit,LP 890-9,2022
LTT 1445 A b,1.3599999999999999,2.525,5.3587657,Transit,LTT 1445 A,2019
LTT 1445 A c,1.147,1.37,3.1238994,Transit,LTT 1445 A,2022
LTT 3780 b,1.325,2.465,0.76837931,Transit,LTT 3780,2020
LTT 3780 c,2.33,7.529999999999999,12.252202,Transit,LTT 3780,2020
LTT 9779 b,4.72,29.32,0.792064175,Transit,LTT 9779,2020
Lupus-TR-3 b,9.976,257.431,3.91405,Transit,Lupus-TR-3,2007
MASCARA-1 b,17.90074218,1175.971,2.14877381,Transit,MASCARA-1,2017
MASCARA-4 b,17.14977,758.817790865,2.8240742,Transit,MASCARA-4,2020
NGTS-1 b,12.76070904,258.07796,2.64730501247,Transit,NGTS-1,2017
NGTS-10 b,13.506845,687.14846,0.7668944,Transit,NGTS-10,2020
NGTS-11 b,9.0692265,109.33352,35.4557945,Transit,NGTS-11,2020
NGTS-12 b,11.179075480000002,66.10864,7.5332,Transit,NGTS-12,2020
NGTS-13 b,10.932299,1538.2972,4.1193653,Transit,NGTS-13,2021
NGTS-14 A b,4.781278,29.24036,3.5357151499999997,Transit,NGTS-14 A,2021
NGTS-15 b,12.32987877,238.68913366,3.27623,Transit,NGTS-15,2021
NGTS-16 b,14.57167491,211.99154747,4.84532,Transit,NGTS-16,2021
NGTS-17 b,13.89913607,242.82090295,3.24253,Transit,NGTS-17,2021
NGTS-18 b,13.604104705000001,129.99181846,3.0516535123999997,Transit,NGTS-18,2021
NGTS-2 b,18.2133275,235.1942,4.5111232,Transit,NGTS-2,2018
NGTS-20 b,11.814204675,947.12865286,54.25519615,Transit,NGTS-20,2022
NGTS-21 b,14.90794433,750.07504052,1.5433897,Transit,NGTS-21,2022
NGTS-23 b,14.20177855,194.82881349,4.0764326,Transit,NGTS-23,2022
NGTS-24 b,12.623901285,165.27077164,3.4675135,Transit,NGTS-24,2022
NGTS-25 b,11.46678726,203.09235207,2.823093,Transit,NGTS-25,2022
NGTS-26 b,14.88552637,92.80589484,4.5199279,Transit,NGTS-26,2024
NGTS-27 b,14.67076853,188.47224535,3.3704247,Transit,NGTS-27,2024
NGTS-3 A b,14.91298815,756.4354,1.67526477863,Transit,NGTS-3 A,2018
NGTS-30 b,10.166027045,305.11527072,98.29838,Transit,NGTS-30,2024
NGTS-31 b,14.576079465,355.96781584,4.1627335,Transit,NGTS-31,2025
NGTS-32 b,15.91675259,181.16219199,3.31211,Transit,NGTS-32,2025
NGTS-33 b,18.449014175000002,1153.71711741,2.8279718000000003,Transit,NGTS-33,2024
NGTS-4 b,3.10328932,20.6,1.3373505,Transit,NGTS-4,2019
NGTS-5 b,12.692612,72.78307,3.35726715,Transit,NGTS-5,2019
NGTS-6 b,11.626014040000001,425.57437,0.882059,Transit,NGTS-6,2019
NGTS-8 b,11.821007250000001,295.5819,2.49991806403,Transit,NGTS-8,2019
NGTS-9 b,11.60232656,921.707,4.435272,Transit,NGTS-9,2019
OGLE-TR-10 b,13.955079999999999,200.2329,3.101278,Transit,OGLE-TR-10,2004
OGLE-TR-111 b,11.377134999999999,170.03905,4.0144479,Transit,OGLE-TR-111,2004
OGLE-TR-113 b,12.234404999999999,400.449,1.4324757,Transit,OGLE-TR-113,2004
OGLE-TR-132 b,13.4508,371.8611,1.68986531,Transit,OGLE-TR-132,2004
OGLE-TR-182 b,16.47723,336.8998,3.9791,Transit,OGLE-TR-182,2007
OGLE-TR-211 b,14.145758,238.3725,3.67724,Transit,OGLE-TR-211,2007
OGLE-TR-56 b,14.5717,413.179,1.21191096,Transit,OGLE-TR-56,2002
OGLE2-TR-L9 b,18.1978115,1398.452,2.485533835,Transit,OGLE2-TR-L9,2008
PDS 70 b,22.53009,1748.065,43500.0,Imaging,PDS 70,2018
PH1 b,6.18,169.0,138.317,Transit,PH1,2012
PH2 b,9.49,108.81,282.525472551,Transit,PH2,2013
POTS-1 b,10.548,734.16,3.1606296,Transit,POTS-1,2013
Qatar-1 b,12.929443500000001,411.113105,1.42002461,Transit,Qatar-1,2010
Qatar-10 b,18.1745435,233.92288,1.64532608,Transit,Qatar-10,2019
Qatar-2 b,12.823,790.41,1.33711647,Transit,Qatar-2,2011
Qatar-3 b,13.50135349,1369.8473,2.50789979,Transit,Qatar-3,2017
Qatar-4 b,12.368995815,1938.763,1.80536545,Transit,Qatar-4,2017
Qatar-5 b,12.250206825,1373.0256,2.879298635,Transit,Qatar-5,2017
Qatar-6 b,12.85761953,214.69362099,3.506195,Transit,Qatar-6,2017
Qatar-7 b,18.38584894,597.5204,2.03203466,Transit,Qatar-7,2019
Qatar-8 b,14.817182500000001,117.91493,3.7146467,Transit,Qatar-8,2019
Qatar-9 b,12.3386405,378.2177,1.54077523,Transit,Qatar-9,2019
Ross 176 b,2.032235,4.57,5.0066279,Transit,Ross 176,2025
SWEEPS-11 b,12.666,3082.82,1.796,Transit,SWEEPS-11,2006
SWEEPS-4 b,9.079,1207.7,4.2,Transit,SWEEPS-4,2006
TIC 139270665 b,7.22979255,147.15455244,23.624,Transit,TIC 139270665,2024
TIC 172900988 b,11.245000000000001,845.7,193.965,Transit,TIC 172900988 Aa,2021
TIC 237913194 b,12.157874795,617.22586,15.16891864884,Transit,TIC 237913194,2020
TIC 241249530 b,13.29385111,1582.78546686,165.7719,Transit,TIC 241249530,2024
TIC 257060897 b,17.26183028,207.224121365,3.6600324772199997,Transit,TIC 257060897,2021
TIC 279401253 b,11.2089807,1951.46641898,76.8,Transit,TIC 279401253,2023
TIC 365102760 b,6.21,19.2,4.21285367,Transit,TIC 365102760,2024
TIC 393818343 b,8.008281585,1379.37528638,16.24921,Transit,TIC 393818343,2024
TIC 46432937 b,13.31626907,1017.0509024,1.44044527,Transit,TIC 46432937,2024
TIC 4672985 b,11.5004142,4049.13390518,69.048,Transit,TIC 4672985,2024
TOI-1011 b,1.44828,4.04,2.47049805,Transit,TOI-1011,2025
TOI-1052 b,2.96649275,16.9,9.139753482995001,Transit,TOI-1052,2023
TOI-1062 b,2.282785,10.15,4.114008800000001,Transit,TOI-1062,2021
TOI-1064 b,2.523672015,13.5,6.4438668737,Transit,TOI-1064,2022
TOI-1064 c,2.6262383,2.5,12.226566759434998,Transit,TOI-1064,2022
TOI-1075 b,1.791,9.95,0.6047328,Transit,TOI-1075,2022
TOI-1107 b,14.234924435,1064.72516345,4.078238930155,Transit,TOI-1107,2022
TOI-1117 b,2.51389,8.9,2.22816125,Transit,TOI-1117,2025
TOI-1130 b,3.6550000000000002,19.54,4.07445,Transit,TOI-1130,2020
TOI-1130 c,13.32,317.62820999999997,8.350210400000002,Transit,TOI-1130,2020
TOI-1135 b,9.06883,51.42,8.02773,Transit,TOI-1135,2024
TOI-1136 b,1.9,17.25,4.17278,Transit,TOI-1136,2022
TOI-1136 c,2.76948277,6.96,6.257325,Transit,TOI-1136,2022
TOI-1136 d,4.627,10.325,12.51904895,Transit,TOI-1136,2022
TOI-1136 e,2.5456702,15.035,18.8001,Transit,TOI-1136,2022
TOI-1136 f,3.73591482,20.85,26.3193488,Transit,TOI-1136,2022
TOI-1136 g,2.53,8.899999999999999,39.5387,Transit,TOI-1136,2022
TOI-1173 b,9.19,27.85,7.06456,Transit,TOI-1173,2024
TOI-1174 b,2.5064654,32.0,8.9534775,Transit,TOI-1174,2024
TOI-1180 b,3.03617429,10.0,9.686753,Transit,TOI-1180,2024
TOI-1181 b,16.4526697,375.03752026,2.103191325,Transit,TOI-1181,2022
TOI-1184 b,2.39,6.8,5.748433803,Transit,TOI-1184,2024
TOI-1194 b,8.71664516,132.464876795,2.310644,Transit,TOI-1194,2023
TOI-1199 b,10.596011950000001,75.96098927,3.6714673500000004,Transit,TOI-1199,2024
TOI-1201 b,2.316879255,6.28,2.49197708495,Transit,TOI-1201,2021
TOI-1203 b,1.52,3.51,4.1572888,Radial Velocity,TOI-1203,2025
TOI-1203 d,2.94107305,7.39,25.511101345735,Transit,TOI-1203,2025
TOI-1221 b,3.07492751,1112.3994245,91.68278161381,Transit,TOI-1221,2023
TOI-1231 b,3.764284,15.4,24.245541346,Transit,TOI-1231,2021
TOI-1235 b,1.716,6.69,3.444717,Transit,TOI-1235,2020
TOI-1238 b,1.22536129,3.76,0.764588829245,Transit,TOI-1238,2022
TOI-1238 c,2.31742795,8.32,3.2947524598699998,Transit,TOI-1238,2022
TOI-1244 b,2.37611439,6.6,6.4003,Transit,TOI-1244,2024
TOI-1246 b,3.1459939649999997,8.1,4.307445662419999,Transit,TOI-1246,2022
TOI-1246 c,2.45109846,8.95,5.904137,Transit,TOI-1246,2022
TOI-1246 d,3.51,5.35,18.65488288102,Transit,TOI-1246,2022
TOI-1246 e,3.5141875,14.65,37.92519833654,Transit,TOI-1246,2022
TOI-1248 b,6.88245583,27.4,4.360154865345001,Transit,TOI-1248,2024
TOI-1249 b,3.26294005,11.9,13.07915455,Transit,TOI-1249,2024
TOI-125 b,2.726,9.5,4.652836499999999,Transit,TOI-125,2019
TOI-125 c,2.759,6.63,9.1526075,Transit,TOI-125,2019
TOI-125 d,2.738585,13.6,19.98078545,Transit,TOI-125,2020
TOI-1259 A b,12.004885415,140.16232749,3.477978,Transit,TOI-1259 A,2021
TOI-1260 b,2.41,8.58,3.12746344589,Transit,TOI-1260,2021
TOI-1260 c,2.77336735,12.5,7.49316133324,Transit,TOI-1260,2021
TOI-1260 d,3.475956745,11.84,33.21666498242,Transit,TOI-1260,2022
TOI-1266 b,2.4691414,8.98,10.89484209817,Transit,TOI-1266,2020
TOI-1266 c,1.91122823,3.025,18.80161105499,Transit,TOI-1266,2020
TOI-1268 b,8.37310858,96.4,8.157728,Transit,TOI-1268,2022
TOI-1269 b,2.3748905750000002,6.4,4.252977720304999,Transit,TOI-1269,2024
TOI-1272 b,4.14,25.8,3.31599,Transit,TOI-1272,2022
TOI-1273 b,10.222685445,70.55790635,4.6312987,Transit,TOI-1273,2024
TOI-1278 b,10.45770311,5879.8255295,14.475388115545,Transit,TOI-1278,2021
TOI-1279 b,2.943969395,10.6,9.61417678411,Transit,TOI-1279,2024
TOI-1288 b,5.024232755,43.05,2.6998322000000003,Transit,TOI-1288,2022
TOI-1294 b,9.779024405000001,63.9,3.91528285,Transit,TOI-1294,2024
TOI-1295 b,15.330575425,451.31633794,3.196883798605,Transit,TOI-1295,2024
TOI-1296 b,14.11645916,95.00643264499999,3.94437215,Transit,TOI-1296,2021
TOI-1298 b,9.65807033,106.073456445,4.53714415,Transit,TOI-1298,2021
TOI-132 b,3.5298362599999997,22.4,2.1096935,Transit,TOI-132,2020
TOI-1333 b,15.429132,753.2571,4.7202051,Transit,TOI-1333,2021
TOI-1338 b,7.661,21.8,95.174,Transit,TOI-1338 A,2020
TOI-1347 b,1.8,11.649999999999999,0.84742346,Transit,TOI-1347,2024
TOI-1347 c,1.61774045,7.7,4.841968,Transit,TOI-1347,2024
TOI-1386 b,6.05284958,46.41930212,25.8386422,Transit,TOI-1386,2024
TOI-1408 b,16.81347105,565.065003915,4.424711,Transit,TOI-1408,2023
TOI-1408 c,1.807635,7.6,2.1943047,Transit Timing Variations,TOI-1408,2024
TOI-1410.01,3.10083009,12.5,1.21687,Transit,TOI-1410,2024
TOI-1411 b,1.36,2.0,1.4520486,Transit,TOI-1411,2022
TOI-1416 b,1.610185,3.48,1.0697594499999998,Transit,TOI-1416,2023
TOI-1420 b,11.990411485,25.1,6.95610983346,Transit,TOI-1420,2023
TOI-1422 b,3.89243275,9.5,12.998069999999998,Transit,TOI-1422,2022
TOI-1422 c,2.61,14.0,34.5633,Radial Velocity,TOI-1422,2025
TOI-1431 b,16.31704062,991.62462984,2.6502345,Transit,TOI-1431,2021
TOI-1437 b,2.24,10.0,18.840891,Transit,TOI-1437,2024
TOI-1438 b,2.64952851,9.4,5.1396683,Transit,TOI-1438,2025
TOI-1438 c,2.620975,10.6,9.4280896,Transit,TOI-1438,2025
TOI-1439 b,3.96152805,38.5,27.643930849999997,Transit,TOI-1439,2024
TOI-1443 b,2.209110005,30.0,23.54071235,Transit,TOI-1443,2024
TOI-1444 b,1.4189612299999999,3.58,0.4702706469,Transit,TOI-1444,2021
TOI-1448 b,2.69220214,19.5,8.10466342798,Transit,TOI-1448,2024
TOI-1450 A b,1.11124038,1.258,2.043927090385,Transit,TOI-1450 A,2024
TOI-1451 b,2.56545951,15.2,16.537965200000002,Transit,TOI-1451,2024
TOI-1452 b,1.64524719,4.82,11.062001872295,Transit,TOI-1452,2022
TOI-1453 b,1.1735250000000002,2.32,4.3135244,Transit,TOI-1453,2025
TOI-1453 c,2.17573,2.95,6.58869295,Transit,TOI-1453,2025
TOI-1467 b,1.8525572499999998,9.0,5.971145065,Transit,TOI-1467,2024
TOI-1468 b,1.401,3.125,1.8805201,Transit,TOI-1468,2022
TOI-1468 c,2.064,5.369999999999999,15.532477,Transit,TOI-1468,2022
TOI-1470 b,2.190359075,7.32,2.52718762122,Transit,TOI-1470,2023
TOI-1470 c,2.47,7.24,18.08816,Transit,TOI-1470,2023
TOI-1472 b,4.15964583,17.275,6.36341055158,Transit,TOI-1472,2024
TOI-1472 c,3.334,21.13,15.5381747,Radial Velocity,TOI-1472,2025
TOI-1478 b,11.99360935,275.08116408,10.180230349999999,Transit,TOI-1478,2021
TOI-150.01,14.067295,676.9779,5.8574139687999995,Transit,TOI-150,2019
TOI-1516 b,16.260456875000003,1004.33776612,2.05601465,Transit,TOI-1516,2022
TOI-1518 b,20.296671385,731.0053361,1.90260596148,Transit,TOI-1518,2021
TOI-157 b,13.92902225,375.0394,2.0845413089,Transit,TOI-157,2020
TOI-1601 b,14.19902343,350.82585,5.33175,Transit,TOI-1601,2021
TOI-163 b,15.658136055,387.7526,4.23111726216,Transit,TOI-163,2019
TOI-1634 b,1.7814999999999999,7.57,0.9893433,Transit,TOI-1634,2021
